Summary:
Number of strings read: 16384
Number of strings stored in hash table: 16384
Number of strings in their home addresses: 1440
Number of collisions: 14944
Average number of string comparisons: 5595.498474

Index    Key               Home Index    In Home    Comparisons
5440     nqu               687           NO         4754       
5441     dfjuhsuv          4063          NO         1379       
5442     fgsmi             1614          NO         3829       
5443     tkzcz             1702          NO         3742       
5444     aabkmoi           2959          NO         2486       
5445     xpiygpd           3030          NO         2416       
5446     ukpkz             1705          NO         3742       
5447     shgqk             1619          NO         3829       
5448     oujgm             1620          NO         3829       
5449     lypdk             1621          NO         3829       
5450     ypuw              1172          NO         4279       
5451     tkniye            2291          NO         3161       
5452     gmbitan           2967          NO         2486       
5453     icxoeukqc         4858          NO         596        
5454     dwqjouvv          4128          NO         1327       
5455     khorz             1714          NO         3742       
5456     ezzhttgek         4895          NO         562        
5457     abmtsosp          4026          NO         1432       
5458     xzhfbqnp          3918          NO         1541       
5459     bch               608           NO         4852       
5460     yqougpzi          4029          NO         1432       
5461     jzpvtx            2458          NO         3004       
5462     jryhrmjw          4031          NO         1432       
5463     cfg               612           NO         4852       
5464     tmsva             1636          NO         3829       
5465     sesl              1094          NO         4372       
5466     bnzjsu            2385          NO         3082       
5467     svy               714           NO         4754       
5468     lqmm              1097          NO         4372       
5469     xfimjpe           2984          NO         2486       
5470     jwiiey            2310          NO         3161       
5471     ouufvt            2390          NO         3082       
5472     qxz               719           NO         4754       
5473     ijunax            2313          NO         3161       
5474     jwyc              1103          NO         4372       
5475     cbaafb            2072          NO         3404       
5476     gvopgwkva         4915          NO         562        
5477     zytkbpyoy         5126          NO         352        
5478     yztrjpykr         5100          NO         379        
5479     rxxyl             1738          NO         3742       
5480     yirok             1652          NO         3829       
5481     zvrvxrfn          4050          NO         1432       
5482     mhvn              1111          NO         4372       
5483     hkha              1018          NO         4466       
5484     fjcrou            2324          NO         3161       
5485     lasnjigl          3832          NO         1654       
5486     sqb               635           NO         4852       
5487     qqwkkb            2247          NO         3241       
5488     moqbrmaxz         5023          NO         466        
5489     rvlnon            2329          NO         3161       
5490     dtvct             1662          NO         3829       
5491     tmf               640           NO         4852       
5492     rqliea            2171          NO         3322       
5493     hevvdfc           2937          NO         2557       
5494     yrgzh             1666          NO         3829       
5495     vnqrzxb           3149          NO         2347       
5496     aqsmjqzw          4118          NO         1379       
5497     itvpfdw           3082          NO         2416       
5498     dqk               647           NO         4852       
5499     ynuwv             1758          NO         3742       
5500     pfo               649           NO         4852       
5501     gmwaes            2261          NO         3241       
5502     mgp               651           NO         4852       
5503     ceu               652           NO         4852       
5504     vni               653           NO         4852       
5505     cnayc             1589          NO         3917       
5506     hxyftryut         5206          NO         301        
5507     hyscgzsbj         4877          NO         631        
5508     ibjabgaeha        5508          YES        1          
5509     fkskni            2269          NO         3241       
5510     wpasdzmlc         4844          NO         667        
5511     mnqv              1140          NO         4372       
5512     vyscc             1596          NO         3917       
5513     qlo               662           NO         4852       
5514     jlthnpxnx         5108          NO         407        
5515     dhoedbebcd        5515          YES        1          
5516     ufkkj             1600          NO         3917       
5517     hucteea           2889          NO         2629       
5518     nomgdfgb          3688          NO         1831       
5519     srctgn            2279          NO         3241       
5520     wnn               669           NO         4852       
5521     eqariui           3036          NO         2486       
5522     bqpbdpj           2966          NO         2557       
5523     sysrsi            2363          NO         3161       
5524     xqm               673           NO         4852       
5525     oadgpdyj          3872          NO         1654       
5526     animnpxd          3930          NO         1597       
5527     fpoxp             1699          NO         3829       
5528     cpteuibza         4825          NO         704        
5529     ceocgukn          3876          NO         1654       
5530     yazwm             1702          NO         3829       
5531     fexbdmzcl         4828          NO         704        
5532     mlhfraact         4712          NO         821        
5533     gzzzlzf           3187          NO         2347       
5534     wuqqxzy           3323          NO         2212       
5535     pxyipmrj          3995          NO         1541       
5536     pmszm             1708          NO         3829       
5537     funhcx            2297          NO         3241       
5538     kwr               687           NO         4852       
5539     qrfwd             1623          NO         3917       
5540     yjuqcwql          4000          NO         1541       
5541     kfkkmt            2301          NO         3241       
5542     zkuy              1171          NO         4372       
5543     kvmkax            2303          NO         3241       
5544     bzu               693           NO         4852       
5545     idis              1080          NO         4466       
5546     wwld              1081          NO         4466       
5547     wxmnujedz         4952          NO         596        
5548     jhubpdyo          3952          NO         1597       
5549     ovu               698           NO         4852       
5550     wqzlubu           3135          NO         2416       
5551     emofs             1635          NO         3917       
5552     cxucn             1636          NO         3917       
5553     gvdhhqbb          3723          NO         1831       
5554     kga               604           NO         4951       
5555     fveaz             1639          NO         3917       
5556     ddf               606           NO         4951       
5557     etowkx            2397          NO         3161       
5558     mstwms            2398          NO         3161       
5559     ytkaheahx         4779          NO         781        
5560     dvgypfceq         4819          NO         742        
5561     fwtgctual         4858          NO         704        
5562     zehsn             1646          NO         3917       
5563     cxumsu            2403          NO         3161       
5564     vnuyey            2404          NO         3161       
5565     dqvslkoiz         5037          NO         529        
5566     ovakpdp           3010          NO         2557       
5567     ocflef            2164          NO         3404       
5568     vcqp              1103          NO         4466       
5569     rbgyn             1653          NO         3917       
5570     hld               620           NO         4951       
5571     nrzbyzrd          4031          NO         1541       
5572     dlf               622           NO         4951       
5573     dhjexiffx         4870          NO         704        
5574     iearicd           2873          NO         2702       
5575     ngrq              1110          NO         4466       
5576     gjvwmbkp          3923          NO         1654       
5577     gzcajf            2174          NO         3404       
5578     hvwim             1662          NO         3917       
5579     rzgzkfg           3023          NO         2557       
5580     jgugopguf         4877          NO         704        
5581     eqjwnss           3166          NO         2416       
5582     lmayq             1666          NO         3917       
5583     rkvmtfdvo         4953          NO         631        
5584     tyqbb             1579          NO         4006       
5585     qjioni            2264          NO         3322       
5586     rppbg             1581          NO         4006       
5587     oekz              1122          NO         4466       
5588     seist             1672          NO         3917       
5589     mbvylo            2349          NO         3241       
5590     sgnnpciup         4924          NO         667        
5591     svapu             1675          NO         3917       
5592     bixpp             1676          NO         3917       
5593     aln               643           NO         4951       
5594     bfyt              1129          NO         4466       
5595     vwznjwxl          4110          NO         1486       
5596     wdm               646           NO         4951       
5597     oglc              1037          NO         4561       
5598     her               648           NO         4951       
5599     agyu              1134          NO         4466       
5600     matmhp            2279          NO         3322       
5601     wurckmc           2973          NO         2629       
5602     oxvl              1137          NO         4466       
5603     ptg               653           NO         4951       
5604     het               654           NO         4951       
5605     yphhmo            2284          NO         3322       
5606     juqvech           2978          NO         2629       
5607     fgfft             1602          NO         4006       
5608     bdx               658           NO         4951       
5609     omn               659           NO         4951       
5610     uiubzs            2370          NO         3241       
5611     qbxaelcfbe        5611          YES        1          
5612     kabgx             1607          NO         4006       
5613     twfpd             1608          NO         4006       
5614     iobaebghei        5614          YES        1          
5615     untamc            2212          NO         3404       
5616     ssk               666           NO         4951       
5617     fpzey             1701          NO         3917       
5618     nul               668           NO         4951       
5619     gtxpjxqhp         5024          NO         596        
5620     ylo               670           NO         4951       
5621     itfvv             1705          NO         3917       
5622     ycciabhhk         4632          NO         991        
5623     nso               673           NO         4951       
5624     zxjtfkwb          3913          NO         1712       
5625     bwcl              1065          NO         4561       
5626     bnxxbphe          3856          NO         1771       
5627     ceafjzua          3857          NO         1771       
5628     iftsst            2388          NO         3241       
5629     oibfuchcgb        5629          YES        1          
5630     nabgi             1535          NO         4096       
5631     cigwlxg           3075          NO         2557       
5632     iursyy            2472          NO         3161       
5633     zeevvbh           3005          NO         2629       
5634     rdcfz             1629          NO         4006       
5635     hvs               685           NO         4951       
5636     rahxyqiex         5006          NO         631        
5637     dtaypdlb          3807          NO         1831       
5638     zdz               688           NO         4951       
5639     kut               689           NO         4951       
5640     gsiwognwr         5045          NO         596        
5641     zgfgd             1546          NO         4096       
5642     oepaqdfp          3812          NO         1831       
5643     sebv              1083          NO         4561       
5644     vvphyxpv          4159          NO         1486       
5645     fqvcuquh          3992          NO         1654       
5646     ujscwn            2325          NO         3322       
5647     ivtehstrj         4981          NO         667        
5648     mxzu              1183          NO         4466       
5649     abf               599           NO         5051       
5650     wytmykze          4054          NO         1597       
5651     bueaexlu          3940          NO         1712       
5652     pdyebeay          3822          NO         1831       
5653     cumvwskri         5023          NO         631        
5654     crame             1559          NO         4096       
5655     rbwk              1095          NO         4561       
5656     hrhvrkd           3028          NO         2629       
5657     hxkl              1097          NO         4561       
5658     gyqjm             1653          NO         4006       
5659     yjhoxvdc          3889          NO         1771       
5660     ezwawm            2339          NO         3322       
5661     xyclwm            2340          NO         3322       
5662     ezure             1657          NO         4006       
5663     sakyfgdicc        5663          YES        1          
5664     qngnaukada        5664          YES        1          
5665     wherelht          3895          NO         1771       
5666     fgqrkhnl          3896          NO         1771       
5667     rjcrrai           2966          NO         2702       
5668     xquvmdr           3112          NO         2557       
5669     chiblhrab         4634          NO         1036       
5670     tib               620           NO         5051       
5671     jsdntf            2268          NO         3404       
5672     bwhpzfsyu         5144          NO         529        
5673     tiea              1017          NO         4657       
5674     tdeehkqedc        5674          YES        1          
5675     vwaoovcaba        5675          YES        1          
5676     vrbkbjz           3048          NO         2629       
5677     gsaut             1672          NO         4006       
5678     pojrq             1673          NO         4006       
5679     ktsqbz            2358          NO         3322       
5680     slxedssfw         4977          NO         704        
5681     tdbmcm            2195          NO         3487       
5682     udppczr           3126          NO         2557       
5683     ywfnkhq           3055          NO         2629       
5684     ywopigd           2983          NO         2702       
5685     cyb               635           NO         5051       
5686     dwsdka            2200          NO         3487       
5687     afpjdbm           2912          NO         2776       
5688     punq              1128          NO         4561       
5689     ejtu              1129          NO         4561       
5690     aoma              1034          NO         4657       
5691     mscyyy            2451          NO         3241       
5692     uijdpr            2289          NO         3404       
5693     stuvrwun          4153          NO         1541       
5694     bxf               644           NO         5051       
5695     wqdny             1690          NO         4006       
5696     acmehpo           2995          NO         2702       
5697     ejonicvp          3927          NO         1771       
5698     kpqu              1138          NO         4561       
5699     mgdk              1043          NO         4657       
5700     fvagjy            2297          NO         3404       
5701     vnyn              1141          NO         4561       
5702     aqsjfxedu         4882          NO         821        
5703     fdbcntafdk        5703          YES        1          
5704     boqtnnkc          3874          NO         1831       
5705     erlc              1049          NO         4657       
5706     zcp               656           NO         5051       
5707     nnws              1147          NO         4561       
5708     tdikgl            2222          NO         3487       
5709     kazjpecpac        5709          YES        1          
5710     kabxl             1615          NO         4096       
5711     qvh               661           NO         5051       
5712     apdjat            2226          NO         3487       
5713     jcujycgv          3943          NO         1771       
5714     fxmst             1709          NO         4006       
5715     rfpeibpebk        5715          YES        1          
5716     bkuar             1621          NO         4096       
5717     sclzewguh         4937          NO         781        
5718     lvgkdon           3017          NO         2702       
5719     cogon             1624          NO         4096       
5720     emu               670           NO         5051       
5721     oldbikmara        5721          YES        1          
5722     kevqipz           3166          NO         2557       
5723     mbwdogipj         4820          NO         904        
5724     gyqmjljbdd        5724          YES        1          
5725     bivkihnfx         4905          NO         821        
5726     utpcealbpe        5726          YES        1          
5727     cuaphz            2324          NO         3404       
5728     atwljfx           3100          NO         2629       
5729     kmyafzyy          4133          NO         1597       
5730     nqsdglsat         4869          NO         862        
5731     gfhtceccvd        5731          YES        1          
5732     bgqakefdf         4604          NO         1129       
5733     wmdqfsjdo         4830          NO         904        
5734     yroc              1078          NO         4657       
5735     bsw               685           NO         5051       
5736     zrp               686           NO         5051       
5737     pais              1081          NO         4657       
5738     vffxvvy           3253          NO         2486       
5739     khbjvifcnc        5739          YES        1          
5740     dbxptbc           2965          NO         2776       
5741     ghcmfiehpe        5741          YES        1          
5742     ggwgjfljl         4796          NO         947        
5743     eiorcjsxg         4923          NO         821        
5744     znnh              1088          NO         4657       
5745     yykdeikg          3792          NO         1954       
5746     ribtlrt           3118          NO         2629       
5747     hvaxrfa           2972          NO         2776       
5748     vviaigfijh        5748          YES        1          
5749     qobenkk           2974          NO         2776       
5750     bvhp              1094          NO         4657       
5751     dtxnncd           2976          NO         2776       
5752     sfxnrn            2349          NO         3404       
5753     gigvinqnv         5012          NO         742        
5754     giruujz           3198          NO         2557       
5755     dxjxukds          3985          NO         1771       
5756     vdujrbvy          4045          NO         1712       
5757     rgvfdpsedc        5757          YES        1          
5758     xrx               708           NO         5051       
5759     hcsr              1103          NO         4657       
5760     fflehwekef        5760          YES        1          
5761     skmakogape        5760          NO         2          
5762     cvtorqb           3061          NO         2702       
5763     eyhq              1107          NO         4657       
5764     nynkvbnyf         4944          NO         821        
5765     ntbalxdry         4985          NO         781        
5766     qtjohawaaj        5751          NO         16         
5767     nwcyotsvl         5101          NO         667        
5768     gbkjbqredi        5768          YES        1          
5769     xuwdva            2283          NO         3487       
5770     dbcwg             1584          NO         4187       
5771     pocy              1115          NO         4657       
5772     gceln             1586          NO         4187       
5773     okigdqbwt         4912          NO         862        
5774     aqudnhcjih        5774          YES        1          
5775     fcunxekaal        5775          YES        1          
5776     tyjhrcseha        5775          NO         2          
5777     vnmgjqpfeb        5774          NO         4          
5778     hurxmafgal        5778          YES        1          
5779     zvvgp             1684          NO         4096       
5780     fcowvdyaba        5774          NO         7          
5781     kbfsmljjr         4878          NO         904        
5782     wxaw              1126          NO         4657       
5783     ncbk              1030          NO         4754       
5784     alkvdwjbff        5784          YES        1          
5785     yfrvdaaueh        5785          YES        1          
5786     woaqvlibid        5786          YES        1          
5787     kowhxhbqcb        5787          YES        1          
5788     hhgecaxepg        5788          YES        1          
5789     rxtowmc           3088          NO         2702       
5790     gohopedtia        5790          YES        1          
5791     noujdbkqbj        5790          NO         2          
5792     qmrnrishv         5012          NO         781        
5793     gdjnaphdjm        5790          NO         4          
5794     ftyhqpgagf        5794          YES        1          
5795     orxn              1139          NO         4657       
5796     iowkjhucee        5796          YES        1          
5797     dnqqd             1611          NO         4187       
5798     knlnalahkn        5798          YES        1          
5799     tbyu              1143          NO         4657       
5800     ayenlcwncb        5800          YES        1          
5801     tdsrmdjpce        5801          YES        1          
5802     zeyeej            2232          NO         3571       
5803     iizclglphb        5803          YES        1          
5804     vfipejigeo        5804          YES        1          
5805     ojiuudzhp         4985          NO         821        
5806     bxmagiezbh        5803          NO         4          
5807     ilhbebgipp        5807          YES        1          
5808     lnbgcqv           3033          NO         2776       
5809     biwjgpiubb        5809          YES        1          
5810     hagfmgdgze        5810          YES        1          
5811     kgndoqrbbk        5810          NO         2          
5812     ixcojpobbl        5811          NO         2          
5813     iydsfbw           3038          NO         2776       
5814     jbglffnewd        5814          YES        1          
5815     hqbgatgbaz        5815          YES        1          
5816     rochfrsjdf        5816          YES        1          
5817     thvbpjeqdh        5817          YES        1          
5818     oudcvhdcfs        5815          NO         4          
5819     jbvbsudrbd        5819          YES        1          
5820     hdbonlatke        5820          YES        1          
5821     acdibgkize        5820          NO         2          
5822     aqhwpfatch        5821          NO         2          
5823     zcdfxzfkdc        5820          NO         4          
5824     qsmedhiedv        5821          NO         4          
5825     xiowaccimm        5822          NO         4          
5826     fusbijipie        5820          NO         7          
5827     ekkkmnjudb        5827          YES        1          
5828     vgcvelkkcl        5822          NO         7          
5829     uodfpmihco        5829          YES        1          
5830     kliwqjljce        5820          NO         11         
5831     byhkbwpcif        5825          NO         7          
5832     ligvmdxifc        5832          YES        1          
5833     wwjmioqjbe        5833          YES        1          
5834     qagsvrkckb        5834          YES        1          
5835     mwkfohpmai        5834          NO         2          
5836     oroteikkdj        5836          YES        1          
5837     hadcnxijgj        5834          NO         4          
5838     bheoluxbee        5838          YES        1          
5839     adaikgtkdo        5839          YES        1          
5840     gdmdbqifir        5834          NO         7          
5841     ihswjmigje        5841          YES        1          
5842     gxnbbcther        5842          YES        1          
5843     xneqeeefaz        5822          NO         22         
5844     qqnpcnkgod        5844          YES        1          
5845     jkrzoqdeal        5844          NO         2          
5846     faqrhmekgk        5825          NO         22         
5847     cjzilbicis        5847          YES        1          
5848     ufqelpdbqk        5847          NO         2          
5849     ahclumddhr        5849          YES        1          
5850     ibkbbwkrcl        5850          YES        1          
5851     fvhioesogd        5851          YES        1          
5852     esiwjqfbpb        5816          NO         37         
5853     hszptldoeb        5853          YES        1          
5854     ysegcbdiyk        5848          NO         7          
5855     wwxkuecqce        5834          NO         22         
5856     nsbccfjwqb        5828          NO         29         
5857     hruqopgcle        5857          YES        1          
5858     euxebmqxac        5857          NO         2          
5859     txsqkgcomc        5858          NO         2          
5860     jnkzcvpckb        5857          NO         4          
5861     atijrpxvr         5120          NO         742        
5862     gwgmmsanle        5862          YES        1          
5863     xojfqpccax        5863          YES        1          
5864     qalsssinaf        5864          YES        1          
5865     nutndkkhdo        5865          YES        1          
5866     bsaldybilm        5865          NO         2          
5867     ddvirciske        5866          NO         2          
5868     yicjlfcuep        5862          NO         7          
5869     tkqjdgdljr        5869          YES        1          
5870     vgdecplnpg        5869          NO         2          
5871     kdcfkgykaq        5871          YES        1          
5872     mpuvjopdhd        5872          YES        1          
5873     rondsguidd        5818          NO         56         
5874     lkjosgcbnq        5874          YES        1          
5875     cgakkzimgi        5875          YES        1          
5876     xveiauwamf        5876          YES        1          
5877     ovnaqvgavb        5877          YES        1          
5878     paewtvbhhi        5877          NO         2          
5879     ykczeyease        5879          YES        1          
5880     qwmalaukgm        5880          YES        1          
5881     zofemmkvic        5881          YES        1          
5882     zsnugeaxbm        5882          YES        1          
5883     kbegpsx           3108          NO         2776       
5884     swfrdbiqlk        5884          YES        1          
5885     jjdckrvhpb        5879          NO         7          
5886     kweyccdfos        5886          YES        1          
5887     tueancbtzc        5887          YES        1          
5888     nojcpkpvcf        5887          NO         2          
5889     iggpiopdhn        5879          NO         11         
5890     xabacoezim        5875          NO         16         
5891     edwteycfog        5891          YES        1          
5892     nbngdbshey        5892          YES        1          
5893     hgzmorcder        5893          YES        1          
5894     qvtovabldq        5893          NO         2          
5895     yutcpseycb        5895          YES        1          
5896     swbydltgnc        5895          NO         2          
5897     eauxjdidhu        5897          YES        1          
5898     ynuepblexe        5898          YES        1          
5899     gvosaukgrb        5898          NO         2          
5900     zfhakrnhxa        5897          NO         4          
5901     jwfjemheoq        5898          NO         4          
5902     ibyyahocio        5881          NO         22         
5903     yvibahtpqc        5888          NO         16         
5904     jadkdpvsfg        5894          NO         11         
5905     dpzamhedro        5890          NO         16         
5906     ageeshttgg        5906          YES        1          
5907     zekpajdgzk        5906          NO         2          
5908     ylhjffnwcn        5908          YES        1          
5909     qssbzejais        5909          YES        1          
5910     dzetpartch        5910          YES        1          
5911     hhcxdffrth        5911          YES        1          
5912     nrerdkuhof        5909          NO         4          
5913     nlmojcctmm        5913          YES        1          
5914     cwkufasfiq        5914          YES        1          
5915     dajyedntsb        5914          NO         2          
5916     smjanebsiu        5916          YES        1          
5917     yjzgafolza        5917          YES        1          
5918     arutdsatfj        5915          NO         4          
5919     vqvhsjhpdk        5919          YES        1          
5920     gtfpehieyk        5920          YES        1          
5921     rxwckfswde        5921          YES        1          
5922     agvfxnnpag        5894          NO         29         
5923     nfjykkilhi        5878          NO         46         
5924     jpoeambtjs        5924          YES        1          
5925     mueurzqlab        5924          NO         2          
5926     qxfrejoveh        5926          YES        1          
5927     opmvqycpgb        5921          NO         7          
5928     nzplgcislk        5928          YES        1          
5929     dtwicqmcby        5929          YES        1          
5930     ktuaplikxa        5927          NO         4          
5931     smbbtpgymb        5921          NO         11         
5932     blsuiajznc        5932          YES        1          
5933     isghdqnlrc        5888          NO         46         
5934     jeaszsedza        5934          YES        1          
5935     pusmxpnkbd        5907          NO         29         
5936     tgxbmjmljn        5936          YES        1          
5937     ymvqaydsna        5936          NO         2          
5938     lrraqtlvdc        5917          NO         22         
5939     uzoofndzlb        5936          NO         4          
5940     qnrmsdmdwf        5940          YES        1          
5941     gscrsfniuc        5926          NO         16         
5942     tbrepriuoa        5942          YES        1          
5943     emwzbndmrg        5942          NO         2          
5944     amtzqdmjqd        5944          YES        1          
5945     tzyaeffkjw        5942          NO         4          
5946     pklojfwgud        5946          YES        1          
5947     mqcwdgrvpa        5946          NO         2          
5948     jmazfhjemv        5948          YES        1          
5949     vmcsylpqia        5949          YES        1          
5950     omotbujbhu        5950          YES        1          
5951     vbhexahvll        5936          NO         16         
5952     sglcdrryna        5951          NO         2          
5953     slieymcxcn        5953          YES        1          
5954     ijeasfcezs        5944          NO         11         
5955     gmvdsqiqpb        5955          YES        1          
5956     afvozqlrce        5956          YES        1          
5957     yhxsbwnfqd        5956          NO         2          
5958     tgdiezcmcz        5955          NO         4          
5959     iyzujsapao        5959          YES        1          
5960     pripjpmqgj        5959          NO         2          
5961     wtesiulqna        5961          YES        1          
5962     oxxvljqvbb        5956          NO         7          
5963     sovobunwfc        5957          NO         7          
5964     pvaxzbubep        5949          NO         16         
5965     lgfyieucyg        5965          YES        1          
5966     fduivmlnlf        5945          NO         22         
5967     reyxllifes        5957          NO         11         
5968     qariknksim        5968          YES        1          
5969     sstircxggn        5968          NO         2          
5970     wrtjvponch        5969          NO         2          
5971     kmcmtcwbhv        5965          NO         7          
5972     xqfjmjohrl        5972          YES        1          
5973     jksyrpaleq        5973          YES        1          
5974     ghqribeiqw        5973          NO         2          
5975     wpaqdjelov        5972          NO         4          
5976     qernkyaewj        5976          YES        1          
5977     ndwndxgbtn        5976          NO         2          
5978     ewrnfybgfw        5975          NO         4          
5979     nsfbovscft        5976          NO         4          
5980     nrzltmiecr        5944          NO         37         
5981     ugetfprsnd        5980          NO         2          
5982     zubvuplric        5982          YES        1          
5983     tzkpqlegdy        5983          YES        1          
5984     rtztymodld        5984          YES        1          
5985     tvwxsucqhb        5979          NO         7          
5986     nfbslwdwbq        5986          YES        1          
5987     tcjlfzliir        5987          YES        1          
5988     imkenkvggu        5987          NO         2          
5989     fqsvvyihmb        5989          YES        1          
5990     tfasjqnqqf        5990          YES        1          
5991     sdhgzaeprq        5990          NO         2          
5992     ymqmbwalms        5992          YES        1          
5993     lfirmvcmlp        5993          YES        1          
5994     mcgimphkhz        5993          NO         2          
5995     sajfgroqnm        5995          YES        1          
5996     onqmdtqatl        5993          NO         4          
5997     kfyybegbzr        5997          YES        1          
5998     qkwkqldgzi        5997          NO         2          
5999     txpbwakycp        5989          NO         11         
6000     wyfeayqigt        6000          YES        1          
6001     htkamdrkqq        5991          NO         11         
6002     xayaexdvkm        5987          NO         16         
6003     dinaatwoxc        6000          NO         4          
6004     bjarxztikd        6004          YES        1          
6005     rakqkxdjwi        6005          YES        1          
6006     qcydvqlpmg        6005          NO         2          
6007     vzfufgljor        6007          YES        1          
6008     nntpzechmt        6008          YES        1          
6009     ccrbsuggnt        6003          NO         7          
6010     haimyozank        6010          YES        1          
6011     moyfbpymgl        5990          NO         22         
6012     cwkdyfeixn        6002          NO         11         
6013     udmyrbwrle        6013          YES        1          
6014     cihcmyqygh        6014          YES        1          
6015     lvvaatlnhh        5879          NO         137        
6016     wjmshnyimi        6016          YES        1          
6017     snnxkonhpj        6016          NO         2          
6018     erwpgykufh        6018          YES        1          
6019     cjzofaiuiw        6019          YES        1          
6020     kvlziwmcnl        6019          NO         2          
6021     rdbsjubbwv        6021          YES        1          
6022     raooglzdjq        5986          NO         37         
6023     pshrrkgghz        6023          YES        1          
6024     qppmcclnxo        6024          YES        1          
6025     ecbsqbznir        6025          YES        1          
6026     qxehzymfck        5948          NO         79         
6027     vhqmedsozg        6027          YES        1          
6028     qraptfzyaj        6027          NO         2          
6029     ystucfqkze        6029          YES        1          
6030     tfgizhiurh        6020          NO         11         
6031     czfuhbwnaz        6031          YES        1          
6032     qgqxkusilh        6032          YES        1          
6033     hxoewlbotm        6032          NO         2          
6034     aakwiovkvc        6013          NO         22         
6035     vtadkoezqm        6032          NO         4          
6036     bazppfwrlh        6035          NO         2          
6037     qgjqwttkob        6027          NO         11         
6038     qxmixsowee        6038          YES        1          
6039     vrrghsunnh        6039          YES        1          
6040     drtrcfjwrl        6039          NO         2          
6041     gqhxcsvbvj        6038          NO         4          
6042     eynarysini        6042          YES        1          
6043     ravftkibrr        5977          NO         67         
6044     vceqkmdvyg        6023          NO         22         
6045     vqonwlntqa        6045          YES        1          
6046     xmergjcdxv        6001          NO         46         
6047     vlqhhpwhmp        6047          YES        1          
6048     emvfhiqast        5993          NO         56         
6049     jumejcfwzm        6049          YES        1          
6050     wltxvgcfvg        5972          NO         79         
6051     tmvnzxmtbf        6051          YES        1          
6052     ncuwzmvfnf        6051          NO         2          
6053     osejzvjygg        6053          YES        1          
6054     bjfkwqmoir        6053          NO         2          
6055     lflvjlsrwb        6054          NO         2          
6056     adszjishez        6056          YES        1          
6057     iwicwemymm        6057          YES        1          
6058     kdyepvhqay        6057          NO         2          
6059     drolewbyqk        6053          NO         7          
6060     vydjqtphon        6060          YES        1          
6061     nmtbjonvug        6061          YES        1          
6062     cququdcbwx        6061          NO         2          
6063     zfnvzplkmj        6063          YES        1          
6064     odywhdlcry        6054          NO         11         
6065     okvybfrjmu        6062          NO         4          
6066     rktobjwluk        6066          YES        1          
6067     nwtmykrlhm        6067          YES        1          
6068     csmybcypmp        6068          YES        1          
6069     souscejlwr        6066          NO         4          
6070     axzrbneeuw        6067          NO         4          
6071     opvmporihr        6065          NO         7          
6072     oqhxthwpdn        6062          NO         11         
6073     hyoeoksvpg        6067          NO         7          
6074     xbjoozdzqe        6068          NO         7          
6075     zuqnrjesqm        6075          YES        1          
6076     yhwazobnnu        6076          YES        1          
6077     jgpvfzdkps        6076          NO         2          
6078     zsxaaxkppp        6078          YES        1          
6079     tqjoosyiuc        6079          YES        1          
6080     qutcsksgvj        6059          NO         22         
6081     yqlykjzsig        6075          NO         7          
6082     oustutvjke        6082          YES        1          
6083     hwpfewshwj        6073          NO         11         
6084     gkdqlkzsya        6084          YES        1          
6085     ynsmcozzmc        6084          NO         2          
6086     nxdqsoxdkf        5966          NO         121        
6087     euxjocnsoq        6087          YES        1          
6088     spwdxttsje        6088          YES        1          
6089     hqgowvanfm        5953          NO         137        
6090     mrkcctwwnk        6090          YES        1          
6091     dstvcphvvh        6091          YES        1          
6092     tfcbtwymet        6091          NO         2          
6093     ewbeizgbyw        6078          NO         16         
6094     dusnotajqv        6094          YES        1          
6095     fmcqawpysh        6095          YES        1          
6096     dxvtserukj        6096          YES        1          
6097     nveofqgqfp        5944          NO         154        
6098     jlrlfbmoku        5978          NO         121        
6099     rvcovzwkbk        6054          NO         46         
6100     joozsvklof        6064          NO         37         
6101     ixrfvdpfpv        6073          NO         29         
6102     dcvuoulnrj        6099          NO         4          
6103     bllwndutlp        6103          YES        1          
6104     nfaarznzkn        6104          YES        1          
6105     nohskterhx        6090          NO         16         
6106     jgifwkxvnj        6106          YES        1          
6107     ippzgmkatl        5971          NO         137        
6108     rnzgtilhun        6063          NO         46         
6109     kjrqllgguy        6109          YES        1          
6110     gypvhjhugy        6110          YES        1          
6111     yqnownxhkn        6111          YES        1          
6112     hijogxitgy        6111          NO         2          
6113     ktfdtkfytp        6113          YES        1          
6114     ogcauwuimu        6111          NO         4          
6115     nrphalrykt        6112          NO         4          
6116     ktlbqsqjwm        6110          NO         7          
6117     ohunjfirzp        6117          YES        1          
6118     pkoxnfodqz        6115          NO         4          
6119     limyxwbczn        6119          YES        1          
6120     zqbxhmhkys        6119          NO         2          
6121     uicaweiwxr        6120          NO         2          
6122     aopfvgzmsm        6122          YES        1          
6123     zdsujjekyu        6123          YES        1          
6124     lttyxcttdm        6096          NO         29         
6125     txelyufnku        6125          YES        1          
6126     aadygbtcyy        6081          NO         46         
6127     cuzjsrvkue        6127          YES        1          
6128     zcvsyivnpg        6113          NO         16         
6129     ivqzqtkpsf        6129          YES        1          
6130     dewyenkrxl        6129          NO         2          
6131     vpkvzjbmlz        6131          YES        1          
6132     znyvtwhccj        5942          NO         191        
6133     mehyvoegtv        6118          NO         16         
6134     jlyacwruui        6119          NO         16         
6135     gdmtjzmvok        6132          NO         4          
6136     pofknxsilv        6135          NO         2          
6137     ihisiwukiw        6137          YES        1          
6138     cnfzghuros        6132          NO         7          
