Summary:
Number of strings read: 1024
Number of strings stored in hash table: 1024
Number of strings in their home addresses: 461
Number of collisions: 563
Average number of string comparisons: 99.020508

Index    Key               Home Index    In Home    Comparisons
180      sths              1119          NO         940        
181      xzlsqy            181           YES        1          
182      ---               ---           ---        ---        
183      ifqtgh            1122          NO         940        
184      sbaes             452           NO         269        
185      fysnxw            185           YES        1          
186      ktss              15            NO         172        
187      ---               ---           ---        ---        
188      ---               ---           ---        ---        
189      mjopii            1128          NO         940        
190      viop              1109          NO         920        
191      ---               ---           ---        ---        
192      ---               ---           ---        ---        
193      ---               ---           ---        ---        
194      eewiet            23            NO         172        
195      ---               ---           ---        ---        
196      ---               ---           ---        ---        
197      ---               ---           ---        ---        
198      ---               ---           ---        ---        
199      ---               ---           ---        ---        
200      ---               ---           ---        ---        
201      ---               ---           ---        ---        
202      ---               ---           ---        ---        
203      zjijowcjif        203           YES        1          
204      dxfuebknki        204           YES        1          
205      ---               ---           ---        ---        
206      lntpmerflc        206           YES        1          
207      ijrsa             475           NO         269        
208      rcsuvzcfga        208           YES        1          
209      ccuwbcrave        209           YES        1          
210      funrfrbuhb        209           NO         2          
211      hmrygujfka        211           YES        1          
212      bh                306           NO         95         
213      wsbcrp            23            NO         191        
214      pqqdoalemn        214           YES        1          
215      ---               ---           ---        ---        
216      ---               ---           ---        ---        
217      ---               ---           ---        ---        
218      ---               ---           ---        ---        
219      ---               ---           ---        ---        
220      ---               ---           ---        ---        
221      rsoihgefze        221           YES        1          
222      ---               ---           ---        ---        
223      gfbncencs         223           YES        1          
224      tpimombrmc        224           YES        1          
225      ---               ---           ---        ---        
226      ---               ---           ---        ---        
227      ---               ---           ---        ---        
228      ---               ---           ---        ---        
229      qqpoandlho        229           YES        1          
230      ---               ---           ---        ---        
231      tomwbkgwdg        231           YES        1          
232      amlooqnjak        232           YES        1          
233      ---               ---           ---        ---        
234      ---               ---           ---        ---        
235      ljltldpsfe        235           YES        1          
236      ---               ---           ---        ---        
237      ---               ---           ---        ---        
238      ---               ---           ---        ---        
239      ebqhgakri         239           YES        1          
240      rkacsbeliw        239           NO         2          
241      ---               ---           ---        ---        
242      ---               ---           ---        ---        
243      ddbxmwhfb         243           YES        1          
244      zdllnkjjd         244           YES        1          
245      ---               ---           ---        ---        
246      yuzlxcbbi         246           YES        1          
247      bofibcimr         247           YES        1          
248      ---               ---           ---        ---        
249      gwqcgseanr        249           YES        1          
250      ---               ---           ---        ---        
251      ---               ---           ---        ---        
252      kuljgybfh         252           YES        1          
253      ---               ---           ---        ---        
254      ---               ---           ---        ---        
255      cnicvvomai        255           YES        1          
256      ---               ---           ---        ---        
257      ---               ---           ---        ---        
258      ---               ---           ---        ---        
259      ---               ---           ---        ---        
260      gsekaveil         260           YES        1          
261      hkkbwrtbne        261           YES        1          
262      acqjkpzfmc        261           NO         2          
263      udqqddkhn         263           YES        1          
264      ---               ---           ---        ---        
265      mquetimhik        265           YES        1          
266      ---               ---           ---        ---        
267      ---               ---           ---        ---        
268      ---               ---           ---        ---        
269      ---               ---           ---        ---        
270      ---               ---           ---        ---        
271      ---               ---           ---        ---        
272      ---               ---           ---        ---        
273      ---               ---           ---        ---        
274      ---               ---           ---        ---        
275      ---               ---           ---        ---        
276      yiigebsll         276           YES        1          
277      wdwflhfmpl        277           YES        1          
278      smiepaeiu         278           YES        1          
279      ---               ---           ---        ---        
280      ---               ---           ---        ---        
281      ehtnlbsxhd        281           YES        1          
282      ---               ---           ---        ---        
283      ---               ---           ---        ---        
284      btbxzijsai        284           YES        1          
285      ---               ---           ---        ---        
286      ---               ---           ---        ---        
287      gyocz             555           NO         269        
288      uvpfumnfb         288           YES        1          
289      ---               ---           ---        ---        
290      ---               ---           ---        ---        
291      aa                291           YES        1          
292      ba                292           YES        1          
293      mkdpspgrgj        293           YES        1          
294      chewcyciew        294           YES        1          
295      qhelcrybi         295           YES        1          
296      bc                296           YES        1          
297      cc                297           YES        1          
298      dc                298           YES        1          
299      ha                298           NO         2          
300      ctiycdba          300           YES        1          
301      guvajiepkr        300           NO         2          
302      ed                301           NO         2          
303      hb                300           NO         4          
304      bg                304           YES        1          
305      mb                305           YES        1          
306      ff                306           YES        1          
307      kd                307           YES        1          
308      fnsjyoebxf        308           YES        1          
309      ci                309           YES        1          
310      fc                300           NO         11         
311      ua                311           YES        1          
312      bk                312           YES        1          
313      fi                312           NO         2          
314      nf                314           YES        1          
315      jh                314           NO         2          
316      vc                316           YES        1          
317      gk                317           YES        1          
318      og                317           NO         2          
319      kj                319           YES        1          
320      qtngydncwh        320           YES        1          
321      gj                315           NO         7          
322      we                321           NO         2          
323      sh                323           YES        1          
324      th                324           YES        1          
325      hn                324           NO         2          
326      kf                311           NO         16         
327      as                327           YES        1          
328      bs                328           YES        1          
329      dvefmvhnh         328           NO         2          
330      am                315           NO         16         
331      cmutfsikud        331           YES        1          
332      ei                311           NO         22         
333      zxqkimgoml        333           YES        1          
334      oo                333           NO         2          
335      um                335           YES        1          
336      gratokvgph        336           YES        1          
337      kihqclllp         336           NO         2          
338      so                337           NO         2          
339      tn                336           NO         4          
340      dx                340           YES        1          
341      wo                341           YES        1          
342      wn                339           NO         4          
343      amibdjmriy        343           YES        1          
344      az                341           NO         4          
345      ps                342           NO         4          
346      vr                346           YES        1          
347      ev                337           NO         11         
348      gz                347           NO         2          
349      atphbhdrqu        349           YES        1          
350      rv                350           YES        1          
351      pp                336           NO         16         
352      iusscxpfe         352           YES        1          
353      sw                353           YES        1          
354      zt                354           YES        1          
355      qgxzyjgrei        355           YES        1          
356      cjzystlbd         356           YES        1          
357      iveigjwqnj        357           YES        1          
358      vx                358           YES        1          
359      eqosanrli         356           NO         4          
360      ocjhetgcus        315           NO         46         
361      noepxogbp         346           NO         16         
362      gjecyeihx         356           NO         7          
363      dprovbahx         363           YES        1          
364      ypkimpasol        336           NO         29         
365      fm                320           NO         46         
366      lfeiaeqe          338           NO         29         
367      rxrzhikzal        367           YES        1          
368      mqlwzxnaa         368           YES        1          
369      hz                348           NO         22         
370      daoeobzzb         370           YES        1          
371      gx                343           NO         29         
372      wc                317           NO         56         
373      yl                337           NO         37         
374      hcltkhnnm         364           NO         11         
375      hozbdidj          375           YES        1          
376      wcncjivbuo        331           NO         46         
377      xj                332           NO         46         
378      yhyukgdlq         378           YES        1          
379      acbjqzglyh        379           YES        1          
380      veqglwsbm         379           NO         2          
381      vaitprtlik        381           YES        1          
382      oiyojvsef         381           NO         2          
383      nm                328           NO         56         
384      vvtakbxme         318           NO         67         
385      xi                330           NO         56         
386      jk                320           NO         67         
387      kk                321           NO         67         
388      kxpxmewje         388           YES        1          
389      eo                323           NO         67         
390      pd                312           NO         79         
391      wa                313           NO         79         
392      jn                326           NO         67         
393      pdwhyqfyfk        393           YES        1          
394      rojirqnog         391           NO         4          
395      ptdstvqdlg        340           NO         56         
396      cxiumboowi        396           YES        1          
397      xjzbpzkih         391           NO         7          
398      fs                332           NO         67         
399      nz                354           NO         46         
400      lcwsjkknwi        400           YES        1          
401      gfdlb             400           NO         2          
402      uyulmmgpb         324           NO         79         
403      zznxgrievc        325           NO         79         
404      geoossizcn        404           YES        1          
405      hi                314           NO         92         
406      uhbcumeh          406           YES        1          
407      nldnekee          341           NO         67         
408      zh                330           NO         79         
409      qnvsedcj          406           NO         4          
410      ue                319           NO         92         
411      acdkdxlvf         345           NO         67         
412      sdbgh             412           YES        1          
413      xkhbxtdgw         413           YES        1          
414      ejnaszgktn        414           YES        1          
415      uqpinufay         414           NO         2          
416      sppqasce          416           YES        1          
417      bsiwckuwd         411           NO         7          
418      kg                313           NO         106        
419      sartwnqhg         404           NO         16         
420      aadfn             420           YES        1          
421      hqckc             421           YES        1          
422      kbdujkyaw         421           NO         2          
423      tl                332           NO         92         
424      whhokerlk         333           NO         92         
425      zuivqdirjk        334           NO         92         
426      fsmfaiip          426           YES        1          
427      mtkiqnsho         427           YES        1          
428      nipvbeeuxm        392           NO         37         
429      nkyfxhga          429           YES        1          
430      tfbnfnvfx         430           YES        1          
431      gobfxhbn          430           NO         2          
432      pjdqhgpxn         432           YES        1          
433      mwyropuci         433           YES        1          
434      jdrrbllvp         434           YES        1          
435      ddbjeowiy         435           YES        1          
436      lvsfugspi         430           NO         7          
437      dqata             437           YES        1          
438      agjsa             437           NO         2          
439      fgcuc             439           YES        1          
440      dcpoqmiwl         440           YES        1          
441      ro                336           NO         106        
442      orfcttoeh         322           NO         121        
443      hbnludbpyu        443           YES        1          
444      tnfbxdbuy         429           NO         16         
445      ok                325           NO         121        
446      lnzyutckj         446           YES        1          
447      tgqdg             447           YES        1          
448      rjypactqq         433           NO         16         
449      sjcof             449           YES        1          
450      zosshhie          449           NO         2          
451      dyiftcas          451           YES        1          
452      nniam             449           NO         4          
453      blipe             453           YES        1          
454      raajolqg          454           YES        1          
455      oetedcsm          449           NO         7          
456      oxfdi             453           NO         4          
457      ctbre             457           YES        1          
458      sfgvmheg          413           NO         46         
459      eueaxajp          459           YES        1          
460      gkslc             460           YES        1          
461      ulyfvkqqh         451           NO         11         
462      jqcldgrm          462           YES        1          
463      qvuphljzuf        462           NO         2          
464      cwbpsxpim         463           NO         2          
465      thkta             465           YES        1          
466      tvlegdvh          466           YES        1          
467      lyekiufvq         467           YES        1          
468      lfnen             467           NO         2          
469      alxbj             466           NO         4          
470      hlcljqgwu         467           NO         4          
471      xsorlkubrt        465           NO         7          
472      dbugkfqk          466           NO         7          
473      khill             473           YES        1          
474      gvqblogl          474           YES        1          
475      qjxugipnp         454           NO         22         
476      irari             476           YES        1          
477      vifvd             477           YES        1          
478      tsirb             478           YES        1          
479      bvcyunnth         478           NO         2          
480      cmlanqni          480           YES        1          
481      jcmyusuii         478           NO         4          
482      blshk             481           NO         2          
483      akpdq             483           YES        1          
484      fmmwtowmsf        484           YES        1          
485      bdylpcsc          457           NO         29         
486      jz                350           NO         137        
487      ktrnc             487           YES        1          
488      msugempow         488           YES        1          
489      ylfxoonks         489           YES        1          
490      rmqaydppv         490           YES        1          
491      skihodnzgz        463           NO         29         
492      co                321           NO         172        
493      kgitmvnex         487           NO         7          
494      oavpg             493           NO         2          
495      buamrddd          342           NO         154        
496      zlgio             493           NO         4          
497      vdkrwejzo         497           YES        1          
498      owcnl             497           NO         2          
499      wibop             498           NO         2          
500      ywmlf             499           NO         2          
501      lmuaduds          500           NO         2          
502      cvmoi             502           YES        1          
503      vksnjjgn          497           NO         7          
504      aeavsfyqtd        399           NO         106        
505      lgxhcdpxsv        499           NO         7          
506      oihlr             506           YES        1          
507      ij                317           NO         191        
508      hqnnvwxkf         502           NO         7          
509      ujjrk             509           YES        1          
510      avoudlqg          510           YES        1          
511      xolkm             510           NO         2          
512      momxbiol          512           YES        1          
513      ijutf             513           YES        1          
514      kwbzg             513           NO         2          
515      nivin             515           YES        1          
516      erauvlhj          515           NO         2          
517      pbjzjloh          514           NO         4          
518      fcgur             518           YES        1          
519      llupegksrz        516           NO         4          
520      zzqnysaxh         499           NO         22         
521      okrxqvilp         511           NO         11         
522      vxryqyyfd         522           YES        1          
523      ycfvl             508           NO         16         
524      ojrdzire          524           YES        1          
525      imzmhplox         525           YES        1          
526      qndhwzjwl         526           YES        1          
527      yqtcq             527           YES        1          
528      jrvienygpz        527           NO         2          
529      uzfxgcmp          528           NO         2          
530      euoqbxmg          530           YES        1          
531      uypzduute         525           NO         7          
532      ffmplhwwq         531           NO         2          
533      zvyrwqhvg         533           YES        1          
534      rsukl             534           YES        1          
535      stvsd             532           NO         4          
536      uskqm             536           YES        1          
537      zplgvmcq          536           NO         2          
538      nwafsecy          502           NO         37         
539      trqxb             524           NO         16         
540      iqkfqfmzx         540           YES        1          
541      rmmhu             531           NO         11         
542      btlqterg          527           NO         16         
543      uygtyyfcoy        533           NO         11         
544      znvqi             544           YES        1          
545      lyoxf             544           NO         2          
546      qedoubsp          546           YES        1          
547      vqoggnuvs         546           NO         2          
548      juuiq             547           NO         2          
549      ibhherup          546           NO         4          
550      oogyrbfu          547           NO         4          
551      yvsfr             551           YES        1          
552      zmekz             552           YES        1          
553      zicbztdr          552           NO         2          
554      auhmyncq          554           YES        1          
555      augmy             552           NO         4          
556      gvgov             553           NO         4          
557      mweyrqypi         554           NO         4          
558      ipzbmrvxcy        558           YES        1          
559      htmtrlxuj         559           YES        1          
560      drkqgnyg          560           YES        1          
561      icrsr             546           NO         16         
562      gzttokaq          552           NO         11         
563      xibuv             553           NO         11         
564      ftkur             564           YES        1          
565      bwtkmlir          565           YES        1          
566      bkopptjk          560           NO         7          
567      mssmo             546           NO         22         
568      kxmph             513           NO         56         
569      tjzex             569           YES        1          
570      uszmn             570           YES        1          
571      objxw             571           YES        1          
572      gltov             572           YES        1          
573      ccamqvyf          573           YES        1          
574      irqtzxmft         573           NO         2          
575      kqsmv             575           YES        1          
576      roxnuaui          575           NO         2          
577      pqzqn             577           YES        1          
578      ngxpt             575           NO         4          
579      oeqirtdt          579           YES        1          
580      wxtjyxhqp         580           YES        1          
581      orpov             580           NO         2          
582      onplxyirr         582           YES        1          
583      nonavsqj          582           NO         2          
584      pbmiutjj          539           NO         46         
585      ptykwwfpt         582           NO         4          
586      kulbskun          586           YES        1          
587      hbusy             587           YES        1          
588      nzfvr             573           NO         16         
589      fvvqzdrg          589           YES        1          
590      lgqessby          589           NO         2          
591      spdxx             590           NO         2          
592      rkmpv             564           NO         29         
593      aea               590           NO         4          
594      oubyx             594           YES        1          
595      qhprv             574           NO         22         
596      ilwvs             596           YES        1          
597      nxaxqvzbw         587           NO         11         
598      fytyn             597           NO         2          
599      jeqqlsuh          593           NO         7          
600      ffb               600           YES        1          
601      ddd               600           NO         2          
602      kbomyxvyds        596           NO         7          
603      nwxwlfytp         603           YES        1          
604      luzmfhhktw        451           NO         154        
605      mctqotgvz         605           YES        1          
606      eecxgjvzy         606           YES        1          
607      dojiwxnj          606           NO         2          
608      jbf               608           YES        1          
609      ked               609           YES        1          
610      oungoovrx         610           YES        1          
611      kwoogubw          590           NO         22         
612      mwosaxvd          584           NO         29         
613      nag               613           YES        1          
614      qnuxdnqn          608           NO         7          
615      dpa               615           YES        1          
616      xeb               616           YES        1          
617      lwajhpyq          617           YES        1          
618      kdqnyzlsn         573           NO         46         
619      lbi               619           YES        1          
620      nch               620           YES        1          
621      gal               621           YES        1          
622      gib               607           NO         16         
623      pvtrtulvrl        595           NO         29         
624      elbsuukq          624           YES        1          
625      dpoigxxvt         624           NO         2          
626      jej               626           YES        1          
627      kqb               627           YES        1          
628      gcm               628           YES        1          
629      cxxitsetyt        628           NO         2          
630      oeasgqvvzs        630           YES        1          
631      wxbbjdf           631           YES        1          
632      tif               632           YES        1          
633      iub               633           YES        1          
634      kdm               634           YES        1          
635      ctidawxu          634           NO         2          
636      wnb               633           NO         4          
637      rlcicwxt          637           YES        1          
638      gni               638           YES        1          
639      weh               633           NO         7          
640      doj               640           YES        1          
641      ond               631           NO         11         
642      pdn               642           YES        1          
643      afr               643           YES        1          
644      ndhvrtiu          644           YES        1          
645      jkl               644           NO         2          
646      mgzvuqsou         646           YES        1          
647      kbtfcpxy          647           YES        1          
648      jiyzz             648           YES        1          
649      mll               649           YES        1          
650      odj               629           NO         22         
651      fas               641           NO         11         
652      jpwjwmuh          624           NO         29         
653      ovf               653           YES        1          
654      txhuwnvg          654           YES        1          
655      cwj               655           YES        1          
656      cgt               653           NO         4          
657      zni               657           YES        1          
658      rwxnmpnzm         580           NO         79         
659      mbv               659           YES        1          
660      gay               660           YES        1          
661      thbnydrzyv        661           YES        1          
662      fyj               662           YES        1          
663      hzi               663           YES        1          
664      gmo               654           NO         11         
665      fno               655           NO         11         
666      mmq               666           YES        1          
667      puk               667           YES        1          
668      ynm               668           YES        1          
669      avo               666           NO         4          
670      bpt               670           YES        1          
671      osn               671           YES        1          
672      whs               672           YES        1          
673      fqs               673           YES        1          
674      hfz               674           YES        1          
675      nfx               674           NO         2          
676      tevpxokt          676           YES        1          
677      imv               677           YES        1          
678      ppr               678           YES        1          
679      qwm               678           NO         2          
680      ums               680           YES        1          
681      adoefgo           681           YES        1          
682      mup               679           NO         4          
683      zjq               673           NO         11         
684      zqodata           683           NO         2          
685      acbtjusz          679           NO         7          
686      zkopmzxumv        686           YES        1          
687      kru               686           NO         2          
688      jox               688           YES        1          
689      tuq               689           YES        1          
690      qqu               690           YES        1          
691      sudltcyz          691           YES        1          
692      mqp               671           NO         22         
693      pvs               693           YES        1          
694      adcoadv           691           NO         4          
695      oqw               694           NO         2          
696      avy               696           YES        1          
697      tkh               642           NO         56         
698      yaancaw           698           YES        1          
699      ysr               693           NO         7          
700      stwrwustr         700           YES        1          
701      umu               686           NO         16         
702      uui               666           NO         37         
703      wolbkoc           693           NO         11         
704      vsfzh             533           NO         172        
705      hzw               705           YES        1          
706      estdwae           705           NO         2          
707      lxbxypix          707           YES        1          
708      gvz               705           NO         4          
709      oxt               699           NO         11         
710      xenwzrivx         665           NO         46         
711      jguqy             591           NO         121        
712      eej               621           NO         92         
713      pwm               677           NO         37         
714      pazqgfg           714           YES        1          
715      xxczrfqkxu        579           NO         137        
716      zmmtmtmy          716           YES        1          
717      huzwrtno          717           YES        1          
718      gzjwboa           718           YES        1          
719      os                341           NO         379        
720      swiojjd           720           YES        1          
721      pagruopuaz        490           NO         232        
722      mzl               677           NO         46         
723      yptgklc           723           YES        1          
724      xux               714           NO         11         
725      ohkymphm          554           NO         172        
726      cdpwcqd           726           YES        1          
727      vpjni             496           NO         232        
728      kplttyqnyo        650           NO         79         
729      weogrqxp          663           NO         67         
730      lz                352           NO         379        
731      gwlqrssu          731           YES        1          
732      ufcpcom           732           YES        1          
733      xsiqmjc           733           YES        1          
734      dcuczjd           733           NO         2          
735      mwahx             525           NO         211        
736      beqxicl           736           YES        1          
737      eeloosswzy        736           NO         2          
738      kglbjmozz         548           NO         191        
739      opkkcrh           733           NO         7          
740      tmvny             604           NO         137        
741      jtbcdrwr          570           NO         172        
742      ankapwd           742           YES        1          
743      nlc               623           NO         121        
744      fsmlvkrv          678           NO         67         
745      ypgsiuzxsx        745           YES        1          
746      hfpsznmuh         493           NO         254        
747      tlkggmc           669           NO         79         
748      aqygzlxu          745           NO         4          
749      ckfrtan           749           YES        1          
750      kiwovmyt          750           YES        1          
751      njmufpyk          615           NO         137        
752      rzhajsqspw        542           NO         211        
753      nwd               648           NO         106        
754      rrlninc           726           NO         29         
755      abyzj             545           NO         211        
756      jupyjaj           756           YES        1          
757      efhyqke           757           YES        1          
758      oppxe             527           NO         232        
759      tkg               639           NO         121        
760      zdo               655           NO         106        
761      hajqkuf           761           YES        1          
762      getqsfggsn        327           NO         436        
763      qumqb             487           NO         277        
764      tscloqf           764           YES        1          
765      lxifr             512           NO         254        
766      tgfgify           766           YES        1          
767      ogdfhugz          557           NO         211        
768      uvl               677           NO         92         
769      iqwdxgg           769           YES        1          
770      lzbjxcm           769           NO         2          
771      zdibomq           771           YES        1          
772      ocyaybphj         307           NO         466        
773      mzxkj             542           NO         232        
774      omwwrdd           774           YES        1          
775      icocwqh           775           YES        1          
776      zuwgbyc           776           YES        1          
777      nksawsc           777           YES        1          
778      opbzbwd           763           NO         16         
779      tsxbx             569           NO         211        
780      tbzcmgq           770           NO         11         
781      sprow             591           NO         191        
782      bqhlkaz           781           NO         2          
783      bamkqkiyy         530           NO         254        
784      qoplhdu           784           YES        1          
785      hakokduxf         379           NO         407        
786      snsig             486           NO         301        
787      oizfqokgr         409           NO         379        
788      jszgjgqr          578           NO         211        
789      aotuj             536           NO         254        
790      cq                325           NO         466        
791      jxperelkqo        356           NO         436        
792      rgoiw             539           NO         254        
793      torezcm           793           YES        1          
794      gzlhy             563           NO         232        
795      gfizetj           795           YES        1          
796      meggzdt           796           YES        1          
797      kmfewtbp          521           NO         277        
798      fwqzldk           798           YES        1          
799      luynyvyn          798           NO         2          
800      df                304           NO         497        
801      qmqqotb           801           YES        1          
802      pipnoio           802           YES        1          
803      axzrowvu          803           YES        1          
804      kwcrpdr           798           NO         7          
805      lt                340           NO         466        
806      mzlemui           805           NO         2          
807      wwtpfnj           807           YES        1          
808      lktqgdu           798           NO         11         
809      peqpsdq           809           YES        1          
810      wtf               657           NO         154        
811      fojdh             433           NO         379        
812      fyodiyj           812           YES        1          
813      fhwnanu           813           YES        1          
814      xjzmcvi           814           YES        1          
815      ljfgqlu           812           NO         4          
816      vqyamcx           816           YES        1          
817      cdtwtcpuyz        681           NO         137        
818      jsquukmqt         565           NO         254        
819      nep               648           NO         172        
820      aottxbk           810           NO         11         
821      qdpgxet           821           YES        1          
822      caqzayva          546           NO         277        
823      swjcu             523           NO         301        
824      trldp             499           NO         326        
825      mdjipqr           825           YES        1          
826      heppxbs           825           NO         2          
827      hjicsgfb          331           NO         497        
828      dt                332           NO         497        
829      ul                333           NO         497        
830      gnp               659           NO         172        
831      kr                335           NO         497        
832      lxlkzar           832           YES        1          
833      wrugsxb           833           YES        1          
834      mrvmy             603           NO         232        
835      ew                339           NO         497        
836      kgocqvye          583           NO         254        
837      yplokyg           837           YES        1          
838      ogdyg             487           NO         352        
839      od                311           NO         529        
840      trf               650           NO         191        
841      cohbf             406           NO         436        
842      iao               632           NO         211        
843      wcp               653           NO         191        
844      zuyqixb           844           YES        1          
845      noxwrbo           845           YES        1          
846      zb                318           NO         529        
847      ynbhbftev         319           NO         529        
848      zzbwdix           848           YES        1          
849      wrqsvixivb        443           NO         407        
850      zsurybl           850           YES        1          
851      isf               641           NO         211        
852      upnzpnnn          642           NO         211        
853      rqdilxq           853           YES        1          
854      fp                326           NO         529        
855      fdithcupbv        327           NO         529        
856      zwf               666           NO         191        
857      nqftdzo           857           YES        1          
858      dkrkaxe           738           NO         121        
859      yhhwgbhs          481           NO         379        
860      luvwbwj           860           YES        1          
861      cwokpzh           860           NO         2          
862      vci               631           NO         232        
863      ukhwjgz           863           YES        1          
864      zk                336           NO         529        
865      shcyiwefj         304           NO         562        
