Summary:
Number of strings read: 1024
Number of strings stored in hash table: 1024
Number of strings in their home addresses: 461
Number of collisions: 563
Average number of string comparisons: 99.020508

Index    Key               Home Index    In Home    Comparisons
866      ebfmn             460           NO         407        
867      clcnzeb           696           NO         172        
868      gqddv             490           NO         379        
869      ldhit             491           NO         379        
870      wbcoq             492           NO         379        
871      jmw               681           NO         191        
872      hwpouplzci        407           NO         466        
873      atymhxm           873           YES        1          
874      ujhhl             468           NO         407        
875      wsrwivmzg         550           NO         326        
876      oygbtxn           866           NO         11         
877      eonuuvg           877           YES        1          
878      xjkeg             443           NO         436        
879      geghx             501           NO         379        
880      fhb               604           NO         277        
881      ixmuwsf           881           YES        1          
882      babznsg           777           NO         106        
883      rh                322           NO         562        
884      isvppswrve        559           NO         326        
885      setdcbs           695           NO         191        
886      shcrqru           886           YES        1          
887      wkqurby           887           YES        1          
888      hqwexdz           887           NO         2          
889      mtzwthwol         564           NO         326        
890      sunhdin           737           NO         154        
891      gpxdzmr           891           YES        1          
892      mfvezjt           871           NO         22         
893      vmxxc             542           NO         352        
894      ae                299           NO         596        
895      bgghnhbt          430           NO         466        
896      dmaigdwt          518           NO         379        
897      xiunbzt           897           YES        1          
898      ks                337           NO         562        
899      jyrmzmcaxe        304           NO         596        
900      wgjyisser         465           NO         436        
901      uysio             550           NO         352        
902      ch                307           NO         596        
903      wnv               693           NO         211        
904      bbuln             498           NO         407        
905      kmfrtrt           905           YES        1          
906      waour             555           NO         352        
907      hlwuwzc           907           YES        1          
908      czknwax           863           NO         46         
909      sxvtl             584           NO         326        
910      ckoub             475           NO         436        
911      evlcxrmww         611           NO         301        
912      wt                351           NO         562        
913      sbvew             535           NO         379        
914      kqyqjtr           914           YES        1          
915      uibspqvinc        320           NO         596        
916      emc               616           NO         301        
917      yehqrqx           917           YES        1          
918      yewiupu           918           YES        1          
919      xqr               688           NO         232        
920      ytp               689           NO         232        
921      gvouzvg           921           YES        1          
922      kn                327           NO         596        
923      ---               ---           ---        ---        
924      qoubztr           924           YES        1          
925      yaykyun           925           YES        1          
926      fyiqmahr          491           NO         436        
927      sba               602           NO         326        
928      mswrxjr           928           YES        1          
929      wynnmxq           929           YES        1          
930      nwu               699           NO         232        
931      ugvxshw           931           YES        1          
932      afngfkrhv         371           NO         562        
933      ylleszozf         527           NO         407        
934      ---               ---           ---        ---        
935      ofneehp           704           NO         232        
936      pzimntg           816           NO         121        
937      yeybttty          747           NO         191        
938      qxv               707           NO         232        
939      yfvpwoqvmv        639           NO         301        
940      fasgzfzvf         475           NO         466        
941      qxh               665           NO         277        
942      vbyteahcx         312           NO         631        
943      pv                348           NO         596        
944      wzqjnpz           944           YES        1          
945      jfnbsvi           792           NO         154        
946      jalflazun         418           NO         529        
947      rkxrsnv           947           YES        1          
948      cmshpxy           947           NO         2          
949      imfmnwnqsj        453           NO         497        
950      rnrwakgvr         454           NO         497        
951      mxvedosumh        390           NO         562        
952      xe                322           NO         631        
953      lfswddomr         392           NO         562        
954      ---               ---           ---        ---        
955      koetumbkz         459           NO         497        
956      wjjmlzkwp         550           NO         407        
957      qjximaqpqu        461           NO         497        
958      ymqukuw           958           YES        1          
959      fotco             494           NO         466        
960      lo                330           NO         631        
961      vyrdshrkmh        331           NO         631        
962      qznvrwo           962           YES        1          
963      mzbdt             498           NO         466        
964      qdlsvuw           964           YES        1          
965      hjybc             437           NO         529        
966      koxlrskm          615           NO         352        
967      bjpen             471           NO         497        
968      ---               ---           ---        ---        
969      rkrvtwq           969           YES        1          
970      zm                340           NO         631        
971      ah                305           NO         667        
972      dy                342           NO         631        
973      nquxrtr           973           YES        1          
974      viwbqjsm          568           NO         407        
975      oc                309           NO         667        
976      eelpkaj           676           NO         301        
977      pxsrs             599           NO         379        
978      nhkxheis          513           NO         466        
979      gpaiy             514           NO         466        
980      pfeyx             574           NO         407        
981      ttrwdowun         575           NO         407        
982      ---               ---           ---        ---        
983      qx                353           NO         631        
984      pzryt             633           NO         352        
985      ---               ---           ---        ---        
986      fwthqtmwup        608           NO         379        
987      kki               636           NO         352        
988      tti               663           NO         326        
989      gn                323           NO         667        
990      svrexbon          555           NO         436        
991      ---               ---           ---        ---        
992      uvmhcfzss         496           NO         497        
993      ---               ---           ---        ---        
994      hmhsunmvh         466           NO         529        
995      ---               ---           ---        ---        
996      ---               ---           ---        ---        
997      ---               ---           ---        ---        
998      wdaa              998           YES        1          
999      jksypvx           999           YES        1          
1000     bovpyry           1000          YES        1          
1001     kgeovuyu          748           NO         254        
1002     didb              1002          YES        1          
1003     hzcxqgd           750           NO         254        
1004     pkadfe            1004          YES        1          
1005     cvapw             540           NO         466        
1006     ---               ---           ---        ---        
1007     ---               ---           ---        ---        
1008     gha               602           NO         407        
1009     zxjdbpqt          574           NO         436        
1010     ---               ---           ---        ---        
1011     hsomlvoqy         605           NO         407        
1012     uaoyurktgt        516           NO         497        
1013     rb                310           NO         704        
1014     sb                311           NO         704        
1015     ---               ---           ---        ---        
1016     fjbf              1016          YES        1          
1017     rxezw             611           NO         407        
1018     gdaj              1018          YES        1          
1019     bngb              1019          YES        1          
1020     doefyzaskg        317           NO         704        
1021     nqca              1021          YES        1          
1022     ---               ---           ---        ---        
1023     csjod             462           NO         562        
1024     dmbg              1024          YES        1          
1025     bckf              1025          YES        1          
1026     ntkccd            1025          NO         2          
1027     hkbjbi            1027          YES        1          
1028     ---               ---           ---        ---        
1029     ---               ---           ---        ---        
1030     ---               ---           ---        ---        
1031     rkefge            1031          YES        1          
1032     sbvit             536           NO         497        
1033     ---               ---           ---        ---        
1034     sbslz             569           NO         466        
1035     ---               ---           ---        ---        
1036     hewohjil          475           NO         562        
1037     oiqdm             476           NO         562        
1038     ---               ---           ---        ---        
1039     js                336           NO         704        
1040     cdrcbk            1040          YES        1          
1041     ---               ---           ---        ---        
1042     ---               ---           ---        ---        
1043     ---               ---           ---        ---        
1044     ---               ---           ---        ---        
1045     zwlaha            1045          YES        1          
1046     qpajkb            1046          YES        1          
1047     qklc              1047          YES        1          
1048     ---               ---           ---        ---        
1049     kkdk              1049          YES        1          
1050     xcdcjcacgg        1050          YES        1          
1051     ishe              1051          YES        1          
1052     xebm              1052          YES        1          
1053     grje              1053          YES        1          
1054     ugbmkc            1053          NO         2          
1055     dhhl              1052          NO         4          
1056     omqa              1056          YES        1          
1057     trzbenmpm         391           NO         667        
1058     iweg              1058          YES        1          
1059     wojafi            1058          NO         2          
1060     shkh              1060          YES        1          
1061     migl              1060          NO         2          
1062     xtbh              1062          YES        1          
1063     rgrd              1062          NO         2          
1064     hdqi              1063          NO         2          
1065     khfo              1065          YES        1          
1066     qfse              1066          YES        1          
1067     jrlf              1066          NO         2          
1068     lgdp              1062          NO         7          
1069     ufwa              1066          NO         4          
1070     xbqg              1067          NO         4          
1071     jrkh              1071          YES        1          
1072     ---               ---           ---        ---        
1073     pagqhc            1052          NO         22         
1074     ---               ---           ---        ---        
1075     gktd              1065          NO         11         
1076     texjgb            1076          YES        1          
1077     whni              1077          YES        1          
1078     cvaq              1078          YES        1          
1079     vjncfk            1079          YES        1          
1080     hmve              1080          YES        1          
1081     vbhdjm            1081          YES        1          
1082     olibbr            1079          NO         4          
1083     sieifm            1083          YES        1          
1084     elet              1084          YES        1          
1085     djgt              1085          YES        1          
1086     dkir              1085          NO         2          
1087     fogo              1077          NO         11         
1088     mnqi              1088          YES        1          
1089     lumi              1089          YES        1          
1090     ghlq              1087          NO         4          
1091     klpl              1091          YES        1          
1092     pkwf              1091          NO         2          
1093     xeax              1093          YES        1          
1094     yanp              1093          NO         2          
1095     fuve              1094          NO         2          
1096     bfnt              1096          YES        1          
1097     gcuo              1096          NO         2          
1098     uyrc              1097          NO         2          
1099     qlnn              1099          YES        1          
1100     dbmw              1099          NO         2          
1101     xjom              1101          YES        1          
1102     udbnni            1102          YES        1          
1103     hpcu              1093          NO         11         
1104     pivk              1104          YES        1          
1105     hcyn              1105          YES        1          
1106     tznh              1106          YES        1          
1107     hlms              1107          YES        1          
1108     xszb              1108          YES        1          
1109     vxgm              1103          NO         7          
1110     oauuai            1110          YES        1          
1111     njku              1111          YES        1          
1112     frkh              1067          NO         46         
1113     fwcw              1113          YES        1          
1114     cirdhp            1114          YES        1          
1115     pzuf              1115          YES        1          
1116     ulqo              1116          YES        1          
1117     wroenf            1117          YES        1          
1118     yezk              1117          NO         2          
1119     sjfx              1113          NO         7          
1120     jtit              1117          NO         4          
1121     nugu              1121          YES        1          
1122     mfmw              1116          NO         7          
1123     ophw              1123          YES        1          
1124     xast              1123          NO         2          
1125     vjdfze            1125          YES        1          
1126     lqso              1123          NO         4          
1127     mosp              1124          NO         4          
1128     xwbw              1128          YES        1          
